t,pos_pelvis_tilt,pos_pelvis_list,pos_pelvis_rotation,pos_pelvis_tx,pos_pelvis_ty,pos_pelvis_tz,pos_hip_flexion_r,pos_hip_adduction_r,pos_hip_rotation_r,pos_knee_angle_r,pos_ankle_angle_r,pos_subtalar_angle_r,pos_mtp_angle_r,pos_hip_flexion_l,pos_hip_adduction_l,pos_hip_rotation_l,pos_knee_angle_l,pos_ankle_angle_l,pos_subtalar_angle_l,pos_mtp_angle_l,pos_lumbar_extension,pos_lumbar_bending,pos_lumbar_rotation,vel_pelvis_tilt,vel_pelvis_list,vel_pelvis_rotation,vel_pelvis_tx,vel_pelvis_ty,vel_pelvis_tz,vel_hip_flexion_r,vel_hip_adduction_r,vel_hip_rotation_r,vel_knee_angle_r,vel_ankle_angle_r,vel_subtalar_angle_r,vel_mtp_angle_r,vel_hip_flexion_l,vel_hip_adduction_l,vel_hip_rotation_l,vel_knee_angle_l,vel_ankle_angle_l,vel_subtalar_angle_l,vel_mtp_angle_l,vel_lumbar_extension,vel_lumbar_bending,vel_lumbar_rotation
491,-0.09315228535544315,-0.16921306973606565,1.5627929028735645,0.5408278760615893,0.9196876413684474,-1.0839951201809204,0.25503706945536947,-0.19045181871795064,-0.021981696294556378,0.8712640699423545,0.04592249704503111,-0.1778063563351764,-4.658470763983808e-05,0.375163947238081,0.06847069248497396,-0.1581237091592706,0.20180776062862688,0.005813779047106611,-0.015440885911508988,0.00020378799072739954,0.049894271328372986,-0.014793689260630712,-0.0020483350585064506,-0.08245888517149207,0.13045446764036855,-0.11217796904600374,-0.2254855203306989,0.07230603127070817,-0.05937076119635511,2.1304478921170906,-0.49556226316905344,-0.20264573029524108,4.259018636197253,-2.862459627639287,-1.8510133321388338,0.0,-0.7281591274344731,0.24138059334801776,-0.6086444890136818,0.07794957920875019,0.6495710590829833,1.0375180389501348,0.0,0.0002014712749711209,-0.0005833800421431482,-0.00010567250920112979
492,-0.09368565865176044,-0.16849763304006474,1.5621804709012592,0.5396944163297169,0.9200156284006473,-1.084265578869493,0.26586636332772146,-0.19306753278509894,-0.022957973055703684,0.8924827279952948,0.03182206267973855,-0.18725198633929382,-4.658470763983808e-05,0.37142668156262626,0.069926621646723,-0.16075635791733897,0.2019813473494339,0.008801551956190524,-0.011104613171031175,0.00020378799072739954,0.049895187834630685,-0.014796584332232205,-0.0020488599996400557,-0.1066783878429507,0.14309234050529204,-0.12249067570518983,-0.22669986989584917,0.0655996992539144,-0.0540936283729656,2.1659344773286455,-0.5231610987429584,-0.19526217695341205,4.243879940948449,-2.820185443029609,-1.889192031092648,0.0,-0.747479260681129,0.29119601011395857,-0.5265481553099912,0.0347185576302684,0.5975754680307575,0.8672848610822141,0.0,0.00018330765843430994,-0.0005790345584782917,-0.00010499189635494671
493,-0.0944120032549453,-0.1678117944038546,1.561427734411344,0.5385484558517362,0.920308280090776,-1.0844940013490951,0.27702274480269035,-0.19592190435233425,-0.023890417369007367,0.9136548395973957,0.018219049520334648,-0.1966957135587727,-4.658470763983808e-05,0.3676512613619752,0.07170906187525027,-0.16258820113811057,0.20185508313942777,0.011549702343714715,-0.008334259031615582,0.00020378799072739954,0.049896073745022904,-0.014799585649531242,-0.0020493914797171326,-0.14527399819449027,0.13717252164004304,-0.1505525600346877,-0.22920010650477277,0.058532383825742725,-0.045686092722092196,2.231354284378434,-0.5708942671105868,-0.18649538097121054,4.234570325394673,-2.7206977245977284,-1.8888114608634035,0.0,-0.7551104324419999,0.356500505965701,-0.3663814497692843,-0.025253724659109588,0.5496492886225421,0.5540901942175431,0.0,0.00017718827145598407,-0.0006002844407042312,-0.0001062997307601932
494,-0.09534116008307474,-0.1673759098405977,1.5605606904682077,0.5373888741358703,0.9205567673487047,-1.0846443329376332,0.28873399562393576,-0.19898969336558245,-0.02477857503582152,0.9347074975861193,0.005336651085206848,-0.2063669535520457,-4.658470763983808e-05,0.36401218766982957,0.07382715936457228,-0.16343248414382328,0.20130819408335113,0.014023571106435028,-0.007424710771218784,0.00020378799072739954,0.049897122980173785,-0.014802660168979943,-0.002049928588812942,-0.18583786095499075,0.08717995972976916,-0.17341484975236596,-0.23192444930190365,0.0496991886515063,-0.030067368610012565,2.342332032482716,-0.6135792482212103,-0.1776377420847238,4.2106787676712365,-2.576569742240067,-1.9343156060645534,0.0,-0.727840177602084,0.42363430455779183,-0.1688625031558639,-0.10938163427758614,0.4947910462788597,0.18191601033353916,0.0,0.00020985436492033173,-0.0006149253823614117,-0.00010742557385669591
495,-0.09643632406439492,-0.1673184839729772,1.5596755489068377,0.5362207517294321,0.9207590885516593,-1.084698179680796,0.30105466625221294,-0.20215190672548367,-0.02561967327911372,0.9554584061627388,-0.006729970013039816,-0.21684017592660138,-4.658470763983808e-05,0.3606044554669461,0.07620523534005649,-0.16361264351228824,0.20029695184948215,0.016245698472875394,-0.007794434996982399,0.00020378799072739954,0.04989832063421535,-0.014805777799682774,-0.002050469562049275,-0.21904045207655998,0.01148557496323113,-0.17703449991161568,-0.23363264712062373,0.04046565492998353,-0.010769725051591962,2.464220254076467,-0.6324647776311342,-0.16822552840848068,4.150326775852232,-2.413408572121184,-2.0947176886292365,0.0,-0.6815702625424634,0.47563181918615083,-0.036033133108361724,-0.2022555159260766,0.4444410072088455,-0.07394742973311973,0.0,0.00023953918058878973,-0.0006235479345591567,-0.00010819842897393593
496,-0.09757779402411695,-0.1674770638140079,1.5588373371294644,0.5350666715542529,0.9209302126306563,-1.0846876187302086,0.31368334867243997,-0.20521319576960287,-0.02641954139053502,0.9757147399101284,-0.017869016579980176,-0.22856486985428442,-4.658470763983808e-05,0.3572770289754895,0.07865094278265641,-0.16370102856193516,0.19894461434740113,0.01844786264691629,-0.008364316379317897,0.00020378799072739954,0.04989963684322058,-0.014808875699974026,-0.0020510099694709327,-0.22830197146177567,-0.031717076768469944,-0.16764821504668143,-0.2308241027057021,0.034226012053010235,0.0021122639444635547,2.525824765642191,-0.6122792089569699,-0.15997921381247648,4.051408352649862,-2.227887181591966,-2.3450207477451226,0.0,-0.6655085588749653,0.4891585853913061,-0.017677627790619235,-0.27047695401635935,0.4404482291750023,-0.11398026025865733,0.0,0.00026325100208782947,-0.0006196017143167068,-0.00010808526208356075
497,-0.09855508828786941,-0.16745205697413273,1.5580450030085014,0.5339645861393038,0.9210969762200075,-1.084684420000734,0.3260697780361974,-0.20796103877803995,-0.02725594918827863,0.9953735914853293,-0.02770272661467752,-0.24140258083256863,-4.658470763983808e-05,0.35368463441187237,0.0809170014267816,-0.16389025462894186,0.19748171039076345,0.020917760623672975,-0.008611705738971088,0.00020378799072739954,0.049900813416045686,-0.01481181301481855,-0.0020515340573046587,-0.19546568458735733,0.005001542786915785,-0.1584723630539885,-0.22042478718707062,0.033353883641572796,0.0006397682558449623,2.4773724608630854,-0.549587810656368,-0.16728740650990895,3.9319077414755346,-1.966810750106437,-2.567631938480877,0.0,-0.7185040255830154,0.45322756985016205,-0.03784653619803202,-0.29259101784942665,0.49399686132810566,-0.04947960132147826,0.0,0.00023532278992722443,-0.0005874835023883983,-0.00010482123041407912
498,-0.09923468394084588,-0.16688607333254257,1.5572743695481457,0.5329354113659065,0.9212839063679413,-1.0847527815731255,0.3377480357949785,-0.21033706761685614,-0.02826197807418322,1.014412009046918,-0.035608536236133366,-0.25466629303759114,-4.658470763983808e-05,0.34948634433700754,0.08289266163648432,-0.16403093573067612,0.1960133908502886,0.02367655004227283,-0.008682571992518453,0.00020378799072739954,0.04990183363539362,-0.014814633521595465,-0.0020520449277271983,-0.13592388135134412,0.11320068486218894,-0.15413207923268704,-0.20584214919027555,0.037387336333688376,-0.013672792364168799,2.3357331893497735,-0.4752223775419077,-0.20121280988896317,3.8078166015701687,-1.581217190349341,-2.652835161816841,0.0,-0.8396873633831364,0.39514585291719306,-0.028137203786920757,-0.29367417247484157,0.5517771692104889,-0.014173746104464533,0.0,0.00020405100149397266,-0.0005641210723128177,-0.00010217765577966246
499,-0.0997017529296042,-0.16570688381313828,1.5565024574159994,0.5319639007983288,0.9215011103836174,-1.084908939173655,0.34860814481193714,-0.21249761115936286,-0.029495439011159585,1.0328023009435918,-0.04097293826826432,-0.26758658429718535,-4.658470763983808e-05,0.3445392887017263,0.08466723308157388,-0.16428428988907212,0.19440306204173913,0.026440665823573507,-0.008418293385310794,0.00020378799072739954,0.04990268481097384,-0.014817368558411892,-0.0020525456985018846,-0.09341706282673523,0.23584614707917706,-0.15438782252945682,-0.1943089049211187,0.04344232151350752,-0.031232611735416006,2.1720977216651827,-0.4321238119165313,-0.24670080998134103,3.6781869378240866,-1.072917906615161,-2.5841485720255153,0.0,-0.9894457097590484,0.3549266942709371,-0.05067260276734018,-0.32207701881446305,0.5528424789849263,0.052857568897716395,0.0,0.00017024106624032286,-0.0005470264827318385,-0.00010015765560678499
500,-0.10007814920429607,-0.16410461569027338,1.5557173904732766,0.5310326461701791,0.9217430153824314,-1.0851206957800805,0.35885054720510307,-0.21456233336266273,-0.030900441523507755,1.0504340333332352,-0.043399675315456195,-0.2796446332987781,-4.658470763980492e-05,0.33900280831632207,0.08629323831719367,-0.1651933816389679,0.19255194566781578,0.028939872421497898,-0.00709311657554634,0.00020378799072731557,0.049903361968896345,-0.014820035772910618,-0.00205303863697341,-0.07528188616014697,0.32046482532882026,-0.1570188766042653,-0.1862574356238436,0.04838269081488071,-0.04235280158293746,2.0485520787897267,-0.41295887423007716,-0.2810103242278469,3.5264697336601563,-0.4853643736959574,-2.41169409286662,6.631483318364065e-15,-1.1073347801943385,0.3252124138155732,-0.1818247050420714,-0.3702362151298217,0.49985879044540205,0.26504462568452153,-1.679487865954782e-14,0.00013543631821613127,-0.0005334615450754298,-9.859114022236394e-05
501,-0.10026327379173568,-0.16232744548173422,1.554964031878681,0.5301605643669955,0.9219974888398114,-1.0853396667533128,0.3687160055667487,-0.21636844965740218,-0.032433905669517225,1.0671028498817523,-0.042853431231309386,-0.29055368764148837,-4.658470763980492e-05,0.333245237278937,0.08757231033290933,-0.1671362195131329,0.19065375405259655,0.031121641739571035,-0.004094238187789584,0.00020378799072731557,0.04990391298794703,-0.01482256049527054,-0.0020535169816234865,-0.03702621161296441,0.3554464651276736,-0.15067698531963686,-0.1744224569792687,0.05089647038865847,-0.04379572537678931,1.9731606374347697,-0.36123588471716506,-0.30670354897921676,3.33387983411132,0.10925263538290354,-2.1818871289708763,0.0,-1.15155445613858,0.2558233445763067,-0.3885811563630523,-0.37965159247142544,0.4363691154099304,0.5997966413988713,0.0,0.00011020766207045542,-0.0005049621212144899,-9.567227391361664e-05
502,-0.10001452486351597,-0.16055887571219649,1.5543185620632933,0.5293875664928717,0.9222541636765544,-1.0855271426907376,0.37836057078765,-0.2175923891125375,-0.03410440323157671,1.0826246575740512,-0.03970112830091493,-0.3001487247670346,-4.658470763980492e-05,0.32761587331442876,0.08820468867738812,-0.1700629240181485,0.18898695039278982,0.033050548611738124,0.000641096006512719,0.00020378799072731557,0.04990442780990362,-0.014824879045342087,-0.0020539740362757767,0.049751524538929816,0.353726317205482,-0.12909847527478374,-0.1546049785149136,0.05133676165016532,-0.03749649804725116,1.9289804651185383,-0.2447964470526166,-0.3341111901299116,3.1044700446303044,0.6304826224503032,-1.9190744998182647,0.0,-1.125912145323632,0.12648008957625184,-0.5853613603145822,-0.333372383856906,0.38579485857792806,0.9470999415112424,0.0,0.00010296799021242718,-0.0004637262222790932,-9.141412552726664e-05
503,-0.0992939390596257,-0.1589685319449234,1.5537162047574955,0.5287258941149667,0.9225028275186528,-1.0856496598970986,0.3880297746923006,-0.21809879751241001,-0.03577138331632036,1.0970268381531518,-0.0345473544674429,-0.3083328487965272,-4.658470763980492e-05,0.3223480466358978,0.08816780064326561,-0.173578632839893,0.18758927402655992,0.03479494852452882,0.006468668673271977,0.00020378799072731557,0.04990496889609256,-0.014826998995907925,-0.002054409587187385,0.14412219807832582,0.31807987085249834,-0.12047567197610415,-0.1323391010432576,0.04973450671985301,-0.024504297736423444,1.933908374106663,-0.10128522005419353,-0.3334076700776003,2.8805367951670533,1.030790794473738,-1.636882017531032,0.0,-1.0536021607790984,-0.007377864692618738,-0.7031663411319976,-0.27954504379030765,0.34889217689517416,1.1655552713642023,0.0,0.00010822102028587298,-0.0004240049328150224,-8.711322706766456e-05
504,-0.09846101153750372,-0.1577791549049651,1.5528461417392159,0.5281337343882851,0.9227293617562764,-1.0856667764136194,0.3982120687835267,-0.21813551191873728,-0.03700214593478725,1.1106047634239786,-0.028019474772034772,-0.31501237800816406,-4.658470763980492e-05,0.31761789305925675,0.08790635310261373,-0.177052635001542,0.18624197436529205,0.03641945535389268,0.011959341467530764,0.00020378799072731557,0.049905655825141976,-0.014829009467018593,-0.0020548300117613576,0.1665913270564979,0.23788372240648092,-0.17401868588604374,-0.11843608486603863,0.04530843112652963,-0.0034234229582445967,2.036529998210909,-0.007343137919815032,-0.2461611274166799,2.7156799715038487,1.3056215726341975,-1.3359525359953972,0.0,-0.9460637817635544,-0.05229133579581271,-0.6948247175598717,-0.26946935063638616,0.3249127220896848,1.0981729417444124,0.0,0.0001373906119033244,-0.00040210827645804556,-8.408785379885026e-05
505,-0.09802978650787018,-0.15719727503826492,1.5513584222222379,0.5275425756241132,0.9229202832886778,-1.0855431089612753,0.4094158328687298,-0.21815223010815452,-0.037333343689736766,1.1237103276087252,-0.02067715219358996,-0.32002484015644556,-4.658470763980492e-05,0.3135513069270506,0.08804154412170032,-0.17989185781369915,0.1847017217028558,0.03801613248576792,0.015567716564329027,0.00020378799072731557,0.049906526090267356,-0.014831068431692369,-0.0020552508004299036,0.08624802043233266,0.11638004100775375,-0.2975543033922263,-0.11823588536681615,0.03818564112923299,0.02473435497391577,2.24083113765638,-0.003343754752998186,-0.06624186624858902,2.6212044522180054,1.4685158426556066,-1.0025274695874298,0.0,-0.8133456541667309,0.027039148878618108,-0.567864410196632,-0.30806129972012564,0.31934658804671395,0.7217002439321574,0.0,0.00017405910871896388,-0.0004118073280769024,-8.416067525877642e-05
506,-0.09815253601822871,-0.15725214044780325,1.5492684214962023,0.5269186237850023,0.9230739862066812,-1.0852783763840133,0.4216952775772585,-0.21836467192280745,-0.03677308179483283,1.1364208884692277,-0.013001557327134452,-0.3232315221281178,-4.658470763980492e-05,0.3101340298998424,0.0887994536722424,-0.18182866486911747,0.18292748760280808,0.03976484083033009,0.016830942721309965,0.00020378799072731557,0.04990757466051812,-0.01483320706660122,-0.002055675692539825,-0.02455076015985844,-0.010973465447754646,-0.41801475548832295,-0.12479472959665892,0.030741658070577445,0.052948366082091906,2.455974781934393,-0.04248984801842123,0.11205629552671437,2.542201026073657,1.535172630018585,-0.6413588108459576,0.0,-0.6834792941310951,0.1515872083226816,-0.3873749504549011,-0.3548592229043336,0.34975389336783164,0.2526540620578932,0.0,0.00020972138024947907,-0.000427741932031844,-8.498139221920482e-05
507,-0.0983581904824443,-0.1576902136851175,1.5471323611741248,0.5262973811333731,0.9232091836671312,-1.0849261009448967,0.4343896107725243,-0.2185003632427171,-0.03601169436124096,1.1483929560588628,-0.0053788744732037016,-0.32478358272230706,-4.658470763980492e-05,0.30712949389935573,0.0897443394304733,-0.1828582150455822,0.18112360080995596,0.0418626229442671,0.01671707901801056,0.00020378799072731557,0.0499087786539476,-0.01483531400383686,-0.0020560953082717844,-0.04113233048355414,-0.08761770984129728,-0.42722699667919284,-0.12425287316157657,0.027040437196327063,0.07045755042686581,2.5389553795858095,-0.02713921254061468,0.15228280924499882,2.3944972094166355,1.52458985762889,-0.3104229686148155,0.0,-0.6009282034947507,0.1889837569293556,-0.2059172324280473,-0.36078996875422625,0.4195710874648841,-0.022773536631242482,0.0,0.00024080710248676823,-0.00042140217580489064,-8.392607974200974e-05
508,-0.09787153146150701,-0.1580382830131097,1.5456974218320292,0.5257570868331668,0.9233607130744708,-1.0845795981089255,0.44640256399117323,-0.21802586623267117,-0.03604433694655253,1.159063751898859,0.001914099903483438,-0.32513048356187746,-4.658470763980492e-05,0.304093074847208,0.09009918161213958,-0.18312481763415714,0.17955009887179088,0.044270261331365725,0.016768498761243044,0.00020378799072731557,0.04990989573498254,-0.014837230798078898,-0.0020564968873437377,0.0973352062078778,-0.06961629879891994,-0.2869978994526191,-0.10806263700246403,0.030306940743735928,0.06930298944406715,2.402674621032957,0.09490271901030417,-0.006528745252354515,2.1342337628670256,1.458645857332372,-0.069382592946163,0.0,-0.6073050367074386,0.07097091687978853,-0.05332238141711086,-0.31471138729703646,0.48154450816692657,0.010284308099437752,0.0,0.0002234240160139631,-0.000383372247877976,-8.031862165435424e-05
509,-0.09623771445941944,-0.15786715666714696,1.545280147607474,0.5253568550928421,0.9235603257538221,-1.0843203514865567,0.4569237151493646,-0.21663535840708165,-0.03746069860603382,1.1680553323676912,0.008673857649310942,-0.324594585200777,-4.658470763980492e-05,0.30056879397035957,0.08935441343579972,-0.18300023974953175,0.17826681549431597,0.04666477757268597,0.017974721495874462,0.00020378799072731557,0.04991086515437919,-0.014838974188664481,-0.002056881665015381,0.3267748217177745,0.0342264654620084,-0.08345776189268174,-0.08004914591002413,0.0399239312752214,0.05185113675353057,2.104303780405543,0.278111285550101,-0.2832822330613024,1.7983789499738632,1.3519988036761326,0.10718341845120812,0.0,-0.7048808120762677,-0.14895884161663417,0.024916447794596043,-0.2566656463679456,0.4789199872800673,0.24125297910198887,0.0,0.00019389065611628479,-0.00034869030439791033,-7.695822414109515e-05
510,-0.09368408772782177,-0.15710234723533087,1.5455094273878205,0.5250886195038912,0.9238131175156961,-1.0841611021295219,0.4660280336564634,-0.2145174330013738,-0.04000498286516729,1.1754429281060481,0.01472960201792214,-0.32312884492144384,-4.658470763980492e-05,0.29640910301879786,0.08765952193985513,-0.18297264926740942,0.17707500176275123,0.048752622909453446,0.020239478496479762,0.00020378799072731557,0.049911667635489564,-0.014840554652971188,-0.002057249949404086,0.5107431976074148,0.15296723281153513,0.04585755886398576,-0.05364899290790358,0.050560119531468176,0.031850984649585426,1.8209273457294934,0.42359988663199777,-0.5088746378054372,1.4775707911228892,1.211191206783188,0.2931583022160159,0.0,-0.8319672688929197,-0.3389901474342594,0.005518289297463524,-0.23837107776161315,0.4175836625673134,0.4529672320469643,0.0,0.0001605018318695295,-0.00031610390967628594,-7.365945225612874e-05
511,-0.09088907558741176,-0.15605946003617582,1.5457053551736835,0.5248864295794137,0.9240950381480281,-1.084042249195615,0.47451968433529074,-0.21214177671753395,-0.0428181553206506,1.181631258552253,0.019990395035250977,-0.3206671718246688,-4.658470763980492e-05,0.29185939182554876,0.08565863966897147,-0.18331079667561173,0.17566633022145167,0.050494266146102786,0.0227600150903238,0.00020378799072731557,0.04991230418016727,-0.014841988312877748,-0.0020576012499674665,0.5590219667897308,0.20858473019940596,0.03918692681807374,-0.04043939831685529,0.05638609725027034,0.023771417630271127,1.6983894971823084,0.47514786394227054,-0.5626541567552108,1.2377093491532274,1.0521953793694188,0.49235182783523523,0.0,-0.9099740436913659,-0.4001904414697823,-0.06763184548113575,-0.2817441556667022,0.3483408223961851,0.5041249387380059,0.0,0.00012731338534631065,-0.00028674200340158293,-7.026256846475e-05
512,-0.0884361731019856,-0.1551702858290945,1.5454337310253956,0.5246821809722517,0.9243735161813617,-1.083885902190509,0.4832178391158613,-0.20984830759898898,-0.04509760665137301,1.1869998670999407,0.024558878675352232,-0.31745652962325854,-4.658470763980492e-05,0.2873096452384773,0.08395413963266264,-0.1839867520495968,0.17381986390273124,0.05197260864743272,0.02489628422241094,0.00020378799072731557,0.049913012478233404,-0.014843466557352547,-0.002057951960382071,0.4905976442539532,0.17784105724434507,-0.05432672846322086,-0.040851149245092956,0.055697553384880735,0.031270493974754024,1.739691761110832,0.4587098563487606,-0.4559062007920229,1.0737592391324038,0.9137286642917654,0.6421508844777983,0.0,-0.9099811227032633,-0.34091192267621045,-0.13519580010546572,-0.36930617158273493,0.2956788347119945,0.4272687601408267,0.0,0.00014166456462933315,-0.0002956592287205429,-7.014453458403768e-05
513,-0.08655283228512117,-0.1547605508060141,1.544685151356902,0.5244375202571679,0.9246234220902643,-1.0836340609243251,0.4925637693799305,-0.20775516677711786,-0.046529009277398885,1.1917332137337457,0.02878247935461423,-0.31379736732579405,-4.658470763980492e-05,0.2831465779565375,0.08278831407909473,-0.18491032950180525,0.1716105717391376,0.05323036802881515,0.026628994856771362,0.00020378799072731557,0.049913853148745746,-0.01484500589880064,-0.0020583062346351847,0.3766813289850258,0.08194986889446439,-0.14972116669186292,-0.04893385333283441,0.04998292876345828,0.05037001374893739,1.8692513861257205,0.41864279660646364,-0.28629053151503897,0.9467024155176336,0.8447496611979382,0.7318580390965157,0.0,-0.8326425585709806,-0.23317326049025833,-0.18472194676781445,-0.4418738769142094,0.2515606687223538,0.3465542394944844,0.0,0.00016813997922836957,-0.0003078790504813871,-7.085732719916596e-05
514,-0.08518973770599107,-0.15498664910293536,1.543714118022338,0.5241394178555238,0.9248302998429341,-1.0832530880530093,0.5026644090043346,-0.20590813762906962,-0.04729360469663389,1.1958524907342352,0.03310747162618352,-0.3096976131447999,-4.658470763980492e-05,0.27975954111669094,0.08209082085152108,-0.1860480289838751,0.16949277073143454,0.05435552591256699,0.028291619160736897,0.00020378799072731557,0.04991484976270909,-0.014846614072356695,-0.0020586658236505175,0.2726284446241965,-0.04522123993857921,-0.19421345498225887,-0.059622564232378675,0.041376996725871536,0.07619723747791464,2.020198534035833,0.36941874138279074,-0.15292442879925067,0.8238841961622004,0.8650286884436841,0.8199794957876573,0.0,-0.677431045262851,-0.13950352138489788,-0.2275478495735787,-0.42357500616142846,0.22503944223714661,0.33253648347261744,0.0,0.00019932975956076028,-0.0003216459532491628,-7.192031679611744e-05
515,-0.08408812597027655,-0.1557591119611453,1.5428285666494892,0.5238055213384706,0.9249973163275447,-1.082752342449285,0.5132670779922281,-0.2042356449970221,-0.04785428952937589,1.19921758520365,0.03779140176979741,-0.30503708058851825,-4.658470763980492e-05,0.27728449121842597,0.08159145276497395,-0.18725718602590744,0.16793235143416704,0.055554031045504756,0.030033468193825286,0.00020378799072731557,0.04991600903262727,-0.014848269463714685,-0.002059029607502693,0.2203300480288579,-0.15449797159206471,-0.17711646507217896,-0.06678163753518689,0.033404464461333085,0.10015262123841216,2.12060791620148,0.3345102180741817,-0.11214088605090067,0.6730424177869752,0.9368187720303178,0.9321390910015634,0.0,-0.49502728164459314,-0.09987710817336565,-0.2418398610946329,-0.31209476766249794,0.23970940481287992,0.34838198312262797,0.0,0.00023186208758621635,-0.0003310898437153209,-7.275931348896818e-05
516,-0.08288005858081923,-0.15673018732247254,1.5422120480531376,0.523483553876908,0.925148406051686,-1.0821997163747858,0.5237768218265093,-0.2024636212579592,-0.04862319285978009,1.2015741762702876,0.04273595593955534,-0.299901422771225,-4.658470763980492e-05,0.2752658971232703,0.0809928509793811,-0.18810559414255976,0.166785679273259,0.056948180361570226,0.03149034699427271,0.00020378799072731557,0.04991727949999235,-0.01484981567158653,-0.002059384345710455,0.2416219229623447,-0.1942218606286857,-0.12330802908224629,-0.0643957430462493,0.030219001030466257,0.11052907806709386,2.1020222358798906,0.35441713525570645,-0.15378604114781214,0.4713346872252364,0.9889453991677335,1.0271674645968345,0.0,-0.4037329301397986,-0.11972454168191043,-0.1696875541806332,-0.22934244806529386,0.2788396091013573,0.291385944492144,0.0,0.0002541023542967964,-0.00030925238323205307,-7.095012137209753e-05
517,-0.08134411712620433,-0.15748005352114092,1.5418515093407656,0.5232128910449275,0.9253139153775093,-1.0816860580171148,0.5335788351988281,-0.20033267959021617,-0.04971243221948275,1.2027290277149325,0.047576097568737166,-0.2946163801849257,-4.658470763980492e-05,0.27290707478784676,0.08019244340952394,-0.18809455013682796,0.1653970430524288,0.05843960637957183,0.03204324710889885,0.00020378799072731557,0.04991839991853527,-0.014851188979231229,-0.0020597214516196575,0.307199028018084,-0.1499784817203837,-0.07211026284288127,-0.05413445848161186,0.033103022167979355,0.10273526229518277,1.960471196053218,0.42620323003002936,-0.2178554863366157,0.23097836199045732,0.9680621611500957,1.057045462681646,0.0,-0.47178095658024116,-0.16008710927076505,0.0022088783501733253,-0.27773695151466243,0.29829562950747224,0.11058388800816922,0.0,0.00022409154094068568,-0.0002746711291329729,-6.742353840049013e-05
518,-0.07952916639341723,-0.1577494079222977,1.5416406177425959,0.5229949584746262,0.9255117674776074,-1.0812647116699794,0.5423639245675443,-0.1978409438938487,-0.05100895907698088,1.2026550358918533,0.05192759767216897,-0.28960882220941225,-4.658470763980492e-05,0.26978414758910585,0.07925864151641487,-0.18721181177093787,0.16350415428121187,0.0599315139624172,0.031605451513358994,0.00020378799072731557,0.04991932376272225,-0.01485244020560769,-0.002060045325191186,0.3630028340843891,-0.05387276317019545,-0.04217979388490488,-0.04358803753157344,0.03957180311714911,0.0842722148751592,1.7570792864616611,0.49836455790820955,-0.2593144349519673,-0.014798881860323783,0.8703304401208488,1.0015466007508924,0.0,-0.6246072707666983,-0.186766906422535,0.17655384401594806,-0.37859098660110224,0.2983919458426346,-0.08756217954554972,0.0,0.00018477529558618395,-0.00025025402206882766,-6.477697836421624e-05
519,-0.07758402296255565,-0.15751462436564007,1.5415091744900946,0.5228122192135732,0.9257412349888208,-1.0809341540293436,0.5501481399607495,-0.19514787188328167,-0.05241302696901794,1.2014199609260694,0.05565956774053726,-0.28522446102804355,-4.658470763980492e-05,0.2660565573390296,0.07822753722885405,-0.18599262869957597,0.16150009051900496,0.061503781363035866,0.03088086684131335,0.00020378799072731557,0.0499200414843535,-0.014853604845158137,-0.002060359575572636,0.3890422838195082,0.04695835260070823,-0.026289569362553604,-0.03654912966085839,0.04589510634970054,0.06611383891109242,1.5568974946871252,0.5386332282022618,-0.2808233936321024,-0.24702362702581734,0.7464201022445649,0.8769028854256549,0.0,-0.7455441079687615,-0.20622806551137948,0.24384513704813254,-0.4008267619748472,0.3144644711576417,-0.14492199966373967,0.0,0.0001435493435285044,-0.00023293605157524778,-6.285227307698869e-05
520,-0.07557057309807184,-0.15690765575040577,1.541443991242554,0.5226557360938364,0.9259903601863858,-1.080665251665306,0.5571155578206363,-0.19236374778519819,-0.05394266183409794,1.199100421739562,0.05901402520546159,-0.2814592404759183,-4.658470763976282e-05,0.2620300805776985,0.07706026487470054,-0.18490357607162844,0.15973202155411284,0.06325350344903112,0.030598961373798382,0.0002037879907272198,0.0499205635528027,-0.014854683049118873,-0.002060664394733252,0.4027040480443631,0.12139796609904491,-0.01303710517571732,-0.03129771785242964,0.049826781038331096,0.053782352586376564,1.3935322781490374,0.5568442822108814,-0.3059376660244947,-0.4639240521856924,0.670914942530235,0.7530704314355504,8.420479431227454e-15,-0.8053234996046447,-0.23346263072132858,0.21781813868023006,-0.3536261527754528,0.34995664874107124,-0.056383064180850845,-1.915310080832229e-14,0.00010441733939234824,-0.00021564832939949374,-6.096596298068498e-05
521,-0.0734971353086892,-0.1561336171411121,1.5414415964015433,0.5225210958264571,0.9262421145211025,-1.0804195382530737,0.5635447442397138,-0.18956172913311206,-0.05566044787768048,1.195796239501822,0.062380816235411134,-0.27794489270246736,-4.658470763976282e-05,0.2579616437289036,0.07574267554022532,-0.18406692512309636,0.15827679153131827,0.06520573566295866,0.03090720920024167,0.0002037879907272198,0.04992091891618294,-0.014855618651378114,-0.0020609539745497663,0.4147020523734829,0.15481313282419687,-0.0004789849434085697,-0.026928994687097405,0.05035262684781033,0.04914440012147017,1.2858822274465371,0.5604233181044119,-0.34356921700762,-0.6608595456412351,0.6733817417538372,0.7028941219587903,0.0,-0.8137158104220219,-0.2635270775859525,0.16733603836736358,-0.2910561774356907,0.39046008998728327,0.061651720114427606,0.0,7.107516023722872e-05,-0.00018712699223454545,-5.791798762874584e-05
